web-scraper-order,web-scraper-start-url,bintang,ulasan,lebel
1626443234-436,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Saya sudah bayar yang akun premium 89.000 melalui gogle play tapi akun saya tetap belum premium dan tidak bisa baca buku dan majalan yg ada di premium package, ini pengalaman saya yang kedua, dulu sudah pernah juga. GIMANA NI GRAMEDIA, BENERIN DONG APLIKASINYA",NEGATIF
1626443234-275,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-329,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Overall bagus, gramedia digital memberi opsi langganan untuk masyarakat yang hanya ingin membaca buku tanpa harus membeli ebook yang harganya hampir serupa dengan harga buku cetaknya. Cuma pertama kali aku kira dengan berlangganan paket full premiumnya, kita bisa akses semua buku fiksi dan nonfiksi ...Ulasan Lengkap",POSITIF
1626443234-238,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-270,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-380,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Saya jika anda ingin membeli ebook untuk orang lain, sebaiknya suruh orang tersebut untuk beli sendiri, karena file hanya bisa diakses lewat app dan file tidak dapat di transfer ke orang lain. Dasar app CACAD",NEGATIF
1626443234-355,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Tugas bisa dibuka di Gramedia Digital ini,POSITIF
1626443234-383,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Sayang sudah bayar buku tapi tidak terdownload ebooknya ..apa ini maksutnya ..balikin duit w lah,NEGATIF
1626443234-234,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-292,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-445,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"jenis aplikasi yg tidak jelas... saya hanya ingin beli satu buku, pada ingin bayar atau pilih lanjut, seketika itu pula ber_ubah menjadi paket premium,, dan ketika ingin d transfer bermasalah. tolong d perbaiki ya, seperti applikasi2 online yg lainnya..banyak cara untuk memperbaiki, jangan sampai ke...Ulasan Lengkap",NEGATIF
1626443234-371,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Kenapa harga buku gramedia digital dgn buku aslinya kok harganya sama harusnya digital lebih murah karena tdk ada cetak buku,dan saran saya agar buku yg sudah di beli bisa di simpan di memori HP",NEGATIF
1626443234-389,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Semoga saja aplikasi ini membatu,POSITIF
1626443234-340,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Mau berlangganan susahnya minta ampun. Padahal sudah beli voucher via Shopee. Setiap klik metode pembayaran, langkah selanjutnya ndak pernah muncul.",NEGATIF
1626443234-233,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-363,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Mohon kalau bisa buku digital tampilannya seperti ebook biasanya, yang bisa swipe seperti membuka halaman baru. Bukan seperti tampilan pdf biasa. Dan kalau bisa diberikan index sesuai daftar isi. Jadi apabila ingin loncat k bab berapa langsung bisa.",NEGATIF
1626443234-338,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Saya habis beli fullyearpremium package 1 year Rp.989.000 tapi sampai saat ini belum berhasil...akun belum berubah..saldo google play sudah kepotong...email ke customer service belum di respon..,NEGATIF
1626443234-307,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-269,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-271,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-330,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Perlu banyak perbaikan.. Mau coba yang premium pake mandiri virtual account selalu tertolak karena katanya expired.. Mau pake gopay ga ada terjadi apa-apa.. Edit profile hanya no telp.. Baca dengan mode landscape ga bisa tampil perhalaman tapi harus dua halaman dan ga ada setting nya.. Layar selalu ...Ulasan Lengkap,NEGATIF
1626443234-218,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-331,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Kalau ada bintang 100 juta, saya akan kasih untuk aplikasi ini. Jujur biasanya saya malas mau kasih rating2 dan bercuap2 di kolom komentar seperti ini (meski aplikasi buruk sekalipun), tapi untuk kali inu saya sangat mengapresiasi gramedia untuk tetap terus mengembangkan aplikasi ini agar lebih semp...Ulasan Lengkap",POSITIF
1626443234-224,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-367,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Banyak promonya, banyak buku yang saya suka bisa di unduh tapi kalau tidak sering update sering lambat loding sampai 10 menit lebihlah, ternyata buku hasil unduhanpun penyimpanan di aplikasi gak di internal langsung harus buka aplikasi lagi kalau mau baca jadinya",POSITIF
1626443234-326,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-432,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Sy mau install di tablet android (10"") sy, tapi ada tulisannya: ""Perangkat Anda tidak kompatible dengan versi ini"". Pdhl sy sdh biasa membaca tpi didevice (hp) cuma tulisannya kecill, mau pindah ke tablet tpi malah gk bs.. Mohon dibantu/update (pdhl diweb gramed sndri bilang bs diinstall utk tablet ...Ulasan Lengkap",NEGATIF
1626443234-421,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"tolong tambahin fitur pendukung lagi, biar lebih nyaman baca.. kayak filter cahaya biru yg bisa diatur, pemilihan warna kertas, kamus, pilihan search istilah.. sama tambahin lebih banyak pilihan buku populer dan referensi.. ok? sistem subscribenya juga diperbaiki biar langsung bisa diakses setelah b...Ulasan Lengkap",NEGATIF
1626443234-324,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-346,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"1. Saya mengalami kesulitan untuk merubah email saya yang salah tulis 2. Tidak ada costumer service yg available, saya bingung mau tanya tanya kemana Sekian,semoga bisa jadi masukan tuk perbaikan",NEGATIF
1626443234-215,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-242,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-257,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-400,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Hai, menurut saya ini aplikasinya sudah hampir bagus, lebih bagus lagi di tambah tahun bulan tanggal terbitannya dan di mudahkan untuk searching seperti di perbanyak lagi filter nya dan di update lagi buku"" yang baru keluar bulan ini. Tadi saya sudah nyari buku yang saya cari tapi tidak ada, gimana ...Ulasan Lengkap",NEGATIF
1626443234-439,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"sudah 2 kali terjadi demikian, ada tulisan aplikasi berhenti, jadi ga bisa buka aplikasi, pdhl baru bayar dan download buku2. masak ulang dr awal lagi unduhnya, habisin data saja ya.",NEGATIF
1626443234-362,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Saya tidak dapat download, download awalnya berjalan, tetapi selalu mandeg di bagian yang sama (hal tersebut juga berlaku untuk buku yang lainnya), 4 jam tidak bergerak samasekali. Sudah memakai jaringan lain ternyata juga tidak berubah (padahal untuk download film lancar). Note: masalah selesai den...Ulasan Lengkap",NEGATIF
1626443234-354,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Aplikasi di handphone Samsung 50s tidak bisa dibuka. Dulu padahal bisa dan saya sering langganan,NEGATIF
1626443234-227,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-341,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"lumayan bagus, cukup lengkap semoga kedepannya di tambah koleksi buku bukunya terutama buku dlm bahasa inggris",POSITIF
1626443234-356,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Masih belum begitu nyaman menggunakan aplikasikan. Saran : Opsi animasi slide halaman krn cukup melelahkan utk swipe terus terhadal ratusan halaman buku, hadirkan fitur sorting berdasarkan tanggal atau nama dan progress bacaan di koleksiku, beberapa buku masih harus dibeli padahal sudah premium.",NEGATIF
1626443234-416,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Saran boleh ya, 1. Tambahin menu Wishlist, supaya bisa simpan buku/judul buku yang akan dibaca selanjutnya. 2. Tambahin vitur highlighter pen, supaya bisa menandai kata-kata/tulisan yang penting. 3. Tambahin dark mode, supaya lebih enak kalau baca di malam hari. Itu dulu aja sih",NEGATIF
1626443234-397,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Saya berlangganan Gramedia digital tiap bulan. tolong update aplikasi ini. berikan fitur memperbesar dan mengecilkan font. saya baca dari hp. minus mata banyak, alangkah nyaman jika font bisa diperbesar tanpa 200m in.",NEGATIF
1626443234-339,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Tolong donk format buku seperti yang sedia kala, gak usah ala2 epub. Jadi ribet ! Fontnya juga jelek banget, tolong kembalikan seoerti membaca bu yg scrol kanan kiri !! Balikin ke format pdf ! Macam ebook gratisan aja yg ad di internet",NEGATIF
1626443234-308,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-409,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Apps masih jelek, kayak game pay to win.. saya sudah beli/berlangganan koran tribun Batam, saya beli pada opsi periode 8 Februari 2019, eh ternyata saya hanya bisa buka koran yang mulai 1 Minggu belakangan. Saya malah tidak bisa buka koran yg saya inginkan, ketika saya mau buka... Eh disuruh beli la...Ulasan Lengkap",NEGATIF
1626443234-219,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-335,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Mohon aplikasinya diperbaiki, mengunduhnya sering sekali gagal, dan tidak langsung memulai pengunduhan saat diklik, butuh menunggu beberapa waktu",NEGATIF
1626443234-419,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Saya ga tau harus mulai dari mana, ......... @tpmtpm_ | Ralat setelah dilayani: Sekarang Sudah baik lagi akun saya, sy langsung di dm di ig saya, langsung di perbaiki oleh pihak gramedia. Nih, kalau kawan ada kendala, dm ig nya @gramediadigital langsung di respon dan diperbaiki oleh pihak gramedia. ...Ulasan Lengkap",POSITIF
1626443234-417,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Sy sudah transaksi non fiksi sebesar 45.00 pembelian melalui gopay hari ini tgl 23 oktober jam 6.00, tapi proses masih tidak berlanjut. Di keterangan, saya belum berlangganan. Lalu saya coba ulang. Hingga 2x transaksi. Masih juga sama. Memang gak bisa otomatis langsung update yaa? Saya rugi jadinya....Ulasan Lengkap",NEGATIF
1626443234-237,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-286,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-228,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-434,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Jadi ragu pakenya, banyak review yg udah bayar premium malah banyak masalahnya, ujung-ujung diminta laporan ke email. Lah kan komentar di sini juga harusnya sama saja, tinggal kalian laporkan dan perbaiki.",NEGATIF
1626443234-282,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-267,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-285,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-220,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-440,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Saya sudah membeli 5 ebook via aplikasi gramedia digital dan sudah melunasinya. Tetapi saya tidak bisa mendownload file tersebut ke perangkat saya. Tidak ada keterangan apapun di aplikasi tentang ini. Masa harga ebook (yang gak bisa terdownload device) sama buku cetak hampir sama sih ? Tolong beri s...Ulasan Lengkap,NEGATIF
1626443234-287,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-415,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Bagaimana caranya saya bisa membaca Ebook yg sudah dibeli agar bisa dibaca di google play book? Baca di aplikasi gramedia sangat sangat tidak nyaman. Tidak ada pengaturan besar kecil sama sekali. Rugi sekali beli ebook di aplikasi gramedia. Kalau begitu bisa gak dibatalkan pembeliannya? Saya mau bel...Ulasan Lengkap,NEGATIF
1626443234-304,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-207,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-406,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,lengkapi keperluan Debby Henikurniasari nya yaitu yang dionline. Mana yang online?,NETRAL
1626443234-443,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Suka dengan app ini... Walaupun sebenarnya lebih suka buku dalam bentuk fisik, tapi app ini membantu aku baca buku yang aku mau, yang belum bisa terbit dalam bentuk fisik akibat pandemi ini... Semoga cepet bisa memroduksi buku dalam bentuk fisik lagi ya gramedia... Aamiin",POSITIF
1626443234-386,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Luar biasa, sangat membantu",POSITIF
1626443234-351,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Aq beli koran rakyat merdeka 20 April kok yg bisa d download malh edisi lainnn q butuhny edisi itu ngg butuh yg lain,NEGATIF
1626443234-422,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,SANGAT MENGECEWAKAN. SEKARANG PEMBELIAN HARUS MELALUI KARTU KREDIT. SAYA UDAH NUNGGU DARI BULAN OKTOBER. SAYA PIKIR MAU ADA PERUBAHAN. PADAHAL SUDAH BANYAK KELUHAN YANG MASUK TAPI GA DIGUBRIS AMA PIHAK GRAMEDIANYA. BUKANNYA SEGERA DIPERBAIKI SISTEMNYA AGAR BISA MEMBAYAR VIA INDOMARET. AH SUDAH LAH. ...Ulasan Lengkap,NEGATIF
1626443234-342,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Gramedia tolong dong utk buku2 baru nya diubah lagi ke tampilan lama yg bener2 kayak buku di swipe kanan kiri, ga enak banget baca buku tapi scroll ke bawah tuh...",NEGATIF
1626443234-320,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-433,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Udah beli, mau buka ga bisa, lapor dulu via ig baru bisa. Giliran baca mau pindah halaman malah keluar ke koleksi, bikin capek, malah nyusahin. Analoginya, buku sudah dibaca setiap mau ganti eh bukunya balik ke lemari buku, mau lanjutin buku ak harus pilih dilemari lalu buka lagi. Capek boss!!!",NEGATIF
1626443234-347,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Bagaimana caranya ubah ke versi *.pdf kalo baca buku? Saya tidak terbiasa baca yang versi reflow text,NETRAL
1626443234-321,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-399,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Bukunya lengkap dan bagus tapi font halaman tidak bisa disesuaikan untuk bisa dibaca nyaman di ponsel. Tampilan bukunya jelas jelas cuma hasil scan :( Padahal bayar tapi reading experience-nya zonk. Semoga bisa diperbaiki,POSITIF
1626443234-402,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Tanggal 13 sept 18 melakukan pemesanan utk yg tanggal 05 sept 18, setelah bayar, ebook yang masuk tanggal 06 sept 18. Komplain ke CS muter2 jawaban sama semua alasan tdk bisa beli yg terdahulu, bisapun maksimal hanya 7 hari yaitu tanggal 06 sept 18. Kalau begitu kenapa TOMBOL BELI DITANGGAL 05 SEPT ...Ulasan Lengkap",NEGATIF
1626443234-268,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-372,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Saya sudah berhasil bayar majalah 45k, terus kenapa ngga bisa di unduh. Padahal mau buat tugas presentasi besok, minta bantuannya caranya gimana biar ke unduh..",NEGATIF
1626443234-377,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,cukup sekali pake apps ini. dan ngk mo instal lagi lagi. hiks. kecewha. sekian dan terima kasih.,NEGATIF
1626443234-343,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Semuanya sudah bagus kak, hanya saja ada bug saat menghapus ebook yang di download dan bagusnya lagi ditambah kan fitur yang bisa kita cek untuk mengetahui ebook ebook terbaru di gramedia digital",POSITIF
1626443234-401,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Proses pengambilan dana tuh berapa lama ya??? Order tgl 25-4-20. Buku sampai tgl 4-5-20 dengan harus tanya lebih sering k katanya proses pengiriman Senin-Jumat. Setelah buku sampai ternyata gak komplit. Akhirnya tgl 4-5-20 membuat persyaratan u pengajuan pengembalian dana. Sampai sekrg, sudah berkal...Ulasan Lengkap",NETRAL
1626443234-396,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Halo gramedia,aq udah beli buku melalui via mastercard,buku yg aq beli tidak kunjung ada di koleksiku,udah mngadukan x melalui via email ,di suruh membuktikan schrenshot bukto pembayaran melalui via playstore sedangkan aq bayar pej via mastercard ada bukti pembayarannya ,bukti penarikan dari rekenin...Ulasan Lengkap",NEGATIF
1626443234-357,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Makasih atas e-booknya!,POSITIF
1626443234-225,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-297,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-444,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"baru pertanya kali download. mau beli tapi bingung tidak dijelaskan ttg ""full premium package atau single edition. Apa beda keduanya ? edited : tambahkan juga fitur wishlist donk.",NETRAL
1626443234-378,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Kenapa sekarang metode pembayarannya cuma ada visa/mastercard tidak ada virtual account,NEGATIF
1626443234-325,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-316,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-231,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-294,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-230,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-213,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-244,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-214,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-310,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-265,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-334,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Aplikasinya sudah lumayan baik. Namun ada hal krusial yang perlu ditingkatkan. Pada katalog buku, seharusnya diberikan penanda buku yang masuk ke dalam subscription dan tidak. Ketika saya sudah berlangganan, ternyata ada buku yang saya ingin baca tidak masuk dalam paket subscription. Pelanggan baru ...Ulasan Lengkap",POSITIF
1626443234-385,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Sdh di bayar tapi TDK bs di unduh , percuma bayar paket bulanan",NEGATIF
1626443234-281,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-255,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-261,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-256,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,null,,NETRAL
1626443234-403,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,Bismillah. Semoga apk nya bagus ya kak. Soalnya baru download,POSITIF
1626443234-374,https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true,,"Kalau bisa background gramedia digital book seperti googlebook, hitam sehingga tidak menyilaukan mata yang membaca lama. Silau bikin mata cepat lelah.... Selebihnya formatnya baguuusss....",POSITIF
